date,Brahmanbaria,Satkhira,Chittagong,Magura,Kushtia,Chandpur,Panchagarh,Mymensingh,Nilphamari,Narail,Gopalganj,Manikganj,Unknown,Meherpur,Feni,Noakhali,Barguna,Gazipur,Pirojpur,Jamalpur,Dhaka,Natore,Chuadanga,Naogaon,Rangpur,Bogra,Narsingdi,Cox's Bazar,Sunamganj,Jaipurhat,Madaripur,Bhola,Comilla,Khagrachhari,Rajbari,Faridpur,Dinajpur,Sylhet,Chapainawabganj,Rajshahi,Munshiganj,Pabna,Sherpur,Rangamati,Thakurgaon,Habiganj,Sirajganj,Jhenaidah,Netrokona,Tangail,Bagerhat,Barisal,Gaibandha,Kishoreganj,Bandarban,Kurigram,Shariatpur,Lalmonirhat,Lakshmipur,Narayanganj,Jessore,Maulvibazar,Khulna,Jhalokati,Patuakhali
2020-07-08,1,1,8,0,0,1,0,2,0,0,1,1,192,0,1,3,1,1,0,2,47,1,0,0,0,4,0,0,1,0,1,0,10,0,0,2,1,1,1,2,0,0,1,0,0,0,2,0,0,0,0,0,0,1,0,0,1,1,1,4,1,0,1,0,0
2020-07-09,0,3,3,1,4,2,0,4,1,1,0,0,196,0,0,0,0,4,0,0,30,2,0,2,0,1,0,0,0,0,0,0,2,0,0,0,2,1,1,3,0,2,0,0,0,1,0,3,0,1,2,1,0,1,0,1,0,0,0,0,7,0,0,2,0
2020-07-10,0,3,3,1,0,1,0,1,1,1,2,1,210,0,1,2,1,2,2,0,27,0,0,2,1,2,0,1,0,0,1,2,2,0,0,0,1,2,1,9,1,1,0,0,0,2,2,1,3,2,1,0,0,1,0,0,0,0,0,0,0,1,6,1,3
2020-07-11,0,1,4,0,1,0,0,0,0,0,0,0,148,0,1,1,1,3,1,3,36,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2,1,0,0,0,0,0,0,1,0,1,0,2,1,0,0,0,0,0,0,3,4,2,2,0,0
2020-07-12,2,0,8,0,2,0,0,3,1,0,0,0,180,0,1,0,0,0,0,1,25,1,1,0,0,5,0,2,1,0,0,0,3,0,1,1,2,0,1,2,0,1,0,0,0,0,0,0,1,3,0,1,1,0,0,0,0,1,0,2,2,0,2,0,0
2020-07-13,1,1,1,0,1,1,0,2,0,0,0,0,165,0,0,0,2,0,8,0,45,0,0,0,0,2,0,0,0,1,0,1,5,0,1,0,1,3,1,0,0,0,0,0,0,0,2,0,1,1,1,0,1,0,0,1,0,0,0,3,7,0,4,0,1
2020-07-14,1,2,3,0,0,0,1,4,0,0,0,0,142,0,2,0,0,3,1,0,35,1,1,0,4,2,6,0,0,0,0,0,1,1,0,1,2,1,0,2,0,2,0,1,0,0,0,0,0,1,0,0,0,5,0,0,0,1,0,2,1,0,5,0,0
2020-07-15,0,0,2,0,0,0,0,1,0,1,1,0,232,0,0,0,1,1,0,0,13,0,0,1,0,0,0,0,0,0,0,0,2,0,0,0,1,1,3,1,0,0,0,0,0,1,0,1,1,4,0,2,0,0,0,0,2,0,0,0,1,0,0,0,0
2020-07-16,2,0,2,0,1,0,0,2,0,0,1,0,221,0,0,0,0,0,1,0,19,3,0,5,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,2,0,2,0,0,0,0,0,0,2,2,0,3,0,0
2020-07-17,0,0,1,0,0,1,0,0,0,0,1,0,171,0,0,1,1,0,0,0,17,0,1,1,0,0,1,0,1,2,0,0,0,0,0,0,0,1,0,1,0,0,1,1,0,0,0,1,0,1,2,0,0,3,0,0,1,0,0,0,2,0,0,0,0
2020-07-18,0,0,0,2,2,0,0,2,0,0,0,1,210,0,0,0,1,0,2,0,15,1,0,2,0,0,1,1,0,0,0,0,1,0,1,1,0,0,0,1,0,2,0,0,0,0,0,0,1,2,0,1,0,0,0,0,2,1,0,1,3,0,1,0,0
2020-07-19,1,0,0,0,0,0,0,0,0,2,0,0,245,0,0,0,0,0,0,2,20,0,0,0,2,2,0,0,0,0,0,0,0,0,1,0,0,2,0,2,1,0,0,0,0,0,0,0,0,2,0,1,0,0,0,0,0,1,0,2,2,0,0,0,0
2020-07-20,0,1,3,0,0,0,0,0,0,2,0,0,180,0,0,1,0,0,0,0,10,1,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0,2,0,0,0,0,0,1,0,0,0,0,2
2020-07-21,0,1,3,0,0,0,0,0,0,1,0,0,193,1,1,0,0,1,0,1,8,0,1,0,0,0,0,0,0,0,0,0,0,1,1,1,0,1,0,2,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0
2020-07-22,0,0,3,0,1,2,0,0,0,0,0,0,172,0,0,1,0,0,0,0,30,2,2,0,0,0,0,0,0,0,0,1,2,0,0,0,1,1,0,1,0,0,0,1,0,0,0,0,0,2,3,0,0,1,0,0,1,0,1,0,0,0,2,0,1
2020-07-23,0,1,2,0,1,1,0,1,0,0,0,0,243,0,0,3,0,1,0,1,22,0,0,1,0,2,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,2,0,0,1,2,1,1,1,0,0,0,0,0,2,0,1,0,0,0,0,0
2020-07-24,0,0,1,0,0,0,1,3,0,2,1,0,206,0,1,0,1,0,0,0,27,0,1,2,0,1,0,1,0,0,0,0,0,0,0,1,2,0,0,1,0,0,0,0,0,0,3,1,0,1,4,0,0,1,0,0,0,1,1,2,0,0,0,0,1
2020-07-25,1,1,2,0,0,1,1,0,0,0,0,0,226,0,0,1,0,0,0,2,20,1,0,0,0,0,2,2,0,0,0,0,3,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,2,0,0,1,0,0,2,0,0,0,3,4,0,0,0,0
2020-07-26,0,4,2,0,1,0,0,0,0,1,1,0,185,0,0,0,0,3,0,0,18,0,0,0,0,0,1,0,0,0,0,0,1,0,2,0,0,0,0,0,0,0,0,0,0,1,2,0,1,0,2,0,0,2,0,0,0,2,0,0,0,0,0,0,0
2020-07-27,0,0,3,0,1,0,0,0,0,0,0,0,173,0,0,0,0,0,0,0,12,0,0,1,0,0,2,0,0,1,0,0,0,0,0,1,1,0,0,0,2,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0
2020-07-28,0,0,0,1,0,0,0,3,0,0,0,0,187,0,1,2,0,0,0,1,13,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,1,0,0,0,0,1,0,0,1,0,0,0,2,2,1,1,0,0,0,0,0,0,0,0,0,1,0,0
2020-07-29,0,1,1,0,0,1,0,0,1,0,1,0,187,0,0,0,2,0,0,0,16,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,3,0,0,0,0,2,0,0,1,1,0,0,1,0,0,0,0,1,0,0,0,1,0,0
2020-07-30,0,0,1,0,3,0,0,0,0,1,0,1,172,1,0,1,0,1,0,0,18,1,0,0,0,0,1,0,0,0,0,0,3,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,2
2020-07-31,0,0,1,0,0,0,0,0,0,0,0,0,124,0,2,0,0,1,0,0,10,0,1,0,0,0,0,0,0,0,0,1,0,0,3,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,1,0,0,0,0,0,0,0
2020-08-01,0,0,1,1,0,1,1,0,0,2,0,0,135,0,0,0,0,0,0,0,12,3,1,1,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0
2020-08-02,0,1,2,1,0,0,0,3,1,0,0,0,188,0,4,1,0,0,1,1,18,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,5,0,1,1,0,1,0,0,0,0,0,0,0,1,0,1,0,0,1,1,0,0,1,1,0,0,2,0,0
2020-08-03,1,1,2,0,1,0,0,1,0,0,0,0,184,0,0,0,0,1,0,0,13,0,1,1,0,0,1,0,0,1,0,0,2,0,2,1,1,0,0,1,0,0,1,0,0,0,0,0,0,3,1,1,1,1,0,0,0,0,0,0,2,0,0,0,0
2020-08-04,1,0,3,0,1,1,0,0,1,0,1,1,217,0,1,0,0,0,0,2,21,0,0,0,0,0,0,0,0,0,0,0,1,0,3,2,1,0,0,0,0,0,0,0,1,1,1,0,0,3,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0
2020-08-05,0,0,2,0,2,0,0,1,0,0,0,0,212,0,0,0,0,0,0,0,27,0,0,0,0,1,0,0,0,0,0,2,2,0,0,3,3,3,0,0,1,1,0,0,0,0,1,1,2,1,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0
2020-08-06,1,0,0,0,1,0,1,0,0,0,1,0,174,0,0,3,1,0,1,0,10,1,2,0,0,0,0,0,0,0,0,0,3,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1
2020-08-07,1,0,1,2,0,2,0,1,1,1,1,0,199,0,1,0,0,0,0,2,17,0,0,0,0,0,0,0,1,0,1,1,1,0,0,2,0,1,0,0,0,1,0,0,0,1,0,3,0,1,0,0,2,0,0,0,0,1,1,2,0,0,0,0,0
2020-08-08,0,1,0,0,0,0,2,1,1,0,0,0,169,0,0,1,0,0,0,0,11,0,1,0,0,0,0,1,1,1,1,0,0,0,0,0,3,1,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,2,0,0,0,0,1,0,0
2020-08-09,0,0,2,0,0,0,1,0,0,0,0,0,165,0,1,0,1,0,0,0,17,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,1,0,1,1,2,0,0,0,0
2020-08-10,0,0,2,0,1,0,0,0,0,1,0,0,180,0,1,2,0,1,1,0,26,2,0,1,0,0,0,0,0,0,0,0,2,0,0,0,3,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,2,1,0,0,0
2020-08-11,0,0,0,0,1,1,1,0,0,1,0,0,199,0,1,2,0,1,0,0,10,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0
2020-08-12,0,0,0,0,0,0,0,0,1,1,0,0,153,0,1,0,1,0,0,0,28,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,4,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1
2020-08-13,0,0,1,1,0,0,0,1,0,0,0,0,137,0,0,3,0,0,0,0,5,1,0,0,0,0,2,0,2,0,0,0,1,0,0,0,0,3,0,0,0,0,2,1,3,0,1,0,0,0,0,0,0,2,0,1,0,0,0,0,0,0,1,0,1
2020-08-14,0,0,0,0,0,1,0,1,1,0,0,0,130,0,1,0,0,2,0,0,14,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,1,1,1,0,0,0,0
2020-08-15,0,0,0,0,0,0,0,0,0,0,0,0,119,0,0,0,0,0,0,0,12,0,0,1,0,0,1,0,0,0,0,0,2,0,0,0,2,3,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0
2020-08-16,0,0,1,0,2,0,0,0,0,0,0,0,149,0,1,0,0,2,0,0,16,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,1,1,0,0,0,0,0,0,0
2020-08-17,1,0,5,0,0,0,1,0,0,0,0,0,127,0,0,1,0,0,0,0,12,0,0,0,1,0,1,0,0,0,0,0,1,0,0,2,1,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0
2020-08-18,0,0,2,0,0,0,0,0,0,0,0,0,152,3,0,0,0,0,0,0,28,0,0,0,0,0,0,0,0,0,0,0,2,0,1,1,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0
2020-08-19,1,0,0,0,0,0,0,3,0,0,0,0,156,0,1,1,0,1,0,1,27,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,0,1,1,0,0,0,0,0,0,1,2,0,0
2020-08-20,0,0,1,0,1,0,0,2,0,0,2,0,148,0,2,0,0,1,0,0,21,2,0,0,2,1,1,0,0,0,0,0,0,0,1,0,1,0,0,0,1,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
2020-08-21,0,1,1,0,2,0,0,0,0,0,0,0,151,0,0,0,1,0,0,0,18,0,1,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,1,2,0,0,0,0,0,0,0,0,1,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-08-22,0,0,1,1,0,1,0,1,0,0,0,0,164,0,0,1,0,0,0,0,17,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,4,0,0,0,0,1,0,0,0,1,2,0,0,0,1,0,0,0,0,0,1,0,1,0,0,2,0,0
2020-08-23,0,1,1,0,0,0,0,3,1,0,0,0,146,0,0,1,0,0,0,0,22,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
2020-08-24,0,0,1,0,0,1,0,0,0,0,1,0,202,0,0,0,0,0,0,1,24,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,4,0,0,1,0,0
2020-08-25,0,0,0,0,1,1,0,1,0,0,0,0,170,0,4,0,0,0,0,0,32,0,0,0,1,1,0,0,0,0,0,0,0,0,2,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-08-26,1,0,1,0,0,1,0,2,0,0,0,0,207,0,1,1,0,0,0,0,24,0,0,0,1,1,0,1,0,0,0,0,3,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,1,0,5,0,0,0,0,1
2020-08-27,0,1,1,0,2,0,0,1,0,0,0,0,188,1,0,1,0,2,0,0,26,0,0,1,0,0,1,0,0,0,0,0,0,0,0,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0
2020-08-28,0,0,2,0,0,0,0,0,0,0,0,0,220,0,0,0,0,4,0,0,39,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,4,0,0,0,0,1,1,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0
2020-08-29,0,0,1,0,0,0,0,0,0,0,0,0,225,0,0,0,0,0,0,0,35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,1,0,0,1,1,0,1,0,0,0,0,0,1,0,0,0,0,1
2020-08-30,1,0,3,0,0,2,0,0,0,0,0,0,245,0,0,1,0,2,0,0,37,0,0,1,1,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,2,0,3,0,0,0,1,0,0,0,0,0
2020-08-31,0,0,7,0,0,0,0,0,0,0,0,0,228,0,1,0,0,0,0,2,30,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,2,0,0,0,0,0
2020-09-01,0,0,4,0,0,0,0,1,0,0,1,0,239,0,0,2,0,0,0,0,46,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,1,0,1,0,0,1,1,0,0,0,2,1,0,0,1,0,0,0,0,0
2020-09-02,0,2,5,0,2,0,0,0,0,0,0,0,285,0,0,1,1,1,0,1,43,0,1,0,0,0,2,3,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,2,0,0,0,0,1,0,0,3,1,0,0,0,0
2020-09-03,0,0,1,0,1,0,0,0,0,1,0,0,239,0,0,2,1,0,0,1,45,0,0,1,0,0,1,2,0,1,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,3,0,0,2,0,0
2020-09-04,1,0,7,0,0,0,0,2,1,0,0,2,253,2,1,1,0,1,0,0,37,1,1,1,1,0,1,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,3,0,0,1,0,0,2,0,0,1,0,0
2020-09-05,0,1,2,1,0,0,0,5,0,0,2,0,280,0,0,0,0,2,0,0,34,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0
2020-09-06,0,0,8,0,0,0,0,0,0,0,1,0,256,1,0,0,0,1,0,0,31,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,1,0,0,0
2020-09-07,2,0,4,0,0,0,0,0,0,0,0,1,245,0,2,0,0,3,0,0,18,0,0,0,1,1,0,3,0,0,0,0,1,0,0,0,1,1,0,1,0,0,0,1,0,0,1,0,0,1,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0
2020-09-08,0,0,3,0,0,0,0,1,0,0,1,1,259,0,2,2,0,1,0,1,27,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,1,0,3,0,1,0,0,0,0,0,0,0,2,0,0,1,0,0
2020-09-09,0,0,6,0,0,0,0,2,1,0,0,0,241,0,1,1,0,1,0,1,30,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,1,1,0,1,1,0,0,3,0,0,0,0,0,2,0,0,1,0,0
2020-09-10,1,0,1,0,0,0,0,3,0,1,0,1,203,0,1,0,0,1,1,1,19,0,0,0,0,2,0,2,1,0,0,0,1,0,0,0,2,3,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,0,0,0,0,0,3,0,0,0,0,0
2020-09-11,0,0,4,0,0,0,0,0,0,0,0,0,170,0,0,0,0,0,0,0,21,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,2,0,0
2020-09-12,1,0,3,0,1,0,0,1,0,0,0,0,170,0,0,1,0,2,0,0,15,1,0,1,1,1,0,0,1,1,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,1,1,0,1,0,0,1,2,0,0,1,0,0,2,0,1,0,0,1
2020-09-13,0,0,4,0,1,0,0,0,0,0,1,0,161,0,2,0,1,2,0,0,20,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,1,0,0,0,1,6,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
2020-09-14,0,0,0,0,0,0,0,3,0,0,0,0,151,0,1,0,0,1,0,0,15,2,2,0,0,3,0,1,0,0,0,0,2,0,1,0,0,2,0,0,0,3,0,1,0,0,0,0,1,1,0,0,0,2,0,0,1,0,0,0,0,0,2,0,0
2020-09-15,1,0,1,0,0,0,0,0,0,0,0,0,139,0,1,3,0,1,0,0,19,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,1,2,0,0,2,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0
2020-09-16,0,0,2,0,0,0,0,1,0,0,0,0,128,0,1,0,0,2,0,0,20,1,0,1,1,0,0,0,0,0,2,0,0,0,1,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,2,0,0
2020-09-17,0,1,1,0,0,0,0,0,1,0,0,0,124,0,1,0,2,0,0,0,20,0,1,1,1,0,1,0,0,0,0,0,1,0,1,0,0,3,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,5,0,1,0,0,0,0,0
2020-09-18,1,0,0,0,1,0,0,4,0,0,0,0,119,0,0,0,0,4,0,0,14,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0
2020-09-19,0,0,1,0,1,0,0,0,0,0,0,0,118,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,1,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,2,0,0
2020-09-20,0,0,0,0,0,0,0,1,0,0,0,0,97,0,1,0,0,0,1,0,11,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
2020-09-21,0,0,0,0,1,0,0,1,0,0,0,0,114,0,0,0,0,2,0,1,11,0,0,0,0,0,1,0,0,0,0,0,1,0,0,2,0,3,1,0,0,1,0,1,1,0,0,0,0,2,0,1,0,1,0,0,0,0,0,2,1,0,1,2,0
2020-09-22,0,0,3,1,0,0,0,1,0,0,0,0,87,0,2,0,0,1,0,0,7,0,0,0,1,1,0,0,0,0,0,0,2,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-09-23,0,0,1,0,0,0,0,0,0,0,0,0,64,0,0,0,0,1,0,0,6,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-09-24,0,0,0,0,0,0,0,0,0,0,0,0,60,0,1,0,0,0,0,1,7,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
2020-09-25,0,0,1,0,0,0,0,0,0,0,0,0,78,0,0,0,0,0,0,0,8,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
2020-09-26,0,0,0,0,1,0,0,0,0,0,0,0,42,0,0,0,0,0,0,0,13,0,0,0,1,0,1,1,0,0,1,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-09-27,0,0,0,0,0,2,0,1,0,0,0,0,69,0,0,1,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-09-28,0,0,0,0,0,1,0,0,0,0,0,0,66,0,1,0,1,1,0,0,5,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,2,0,0
2020-09-29,0,0,0,0,0,0,0,0,1,0,0,0,68,0,0,0,0,2,0,0,10,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-09-30,0,0,0,0,0,0,1,1,0,0,0,0,49,0,0,0,0,2,0,0,7,0,0,1,0,0,0,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-10-01,0,0,0,0,0,0,0,1,0,0,0,0,58,0,0,0,0,1,0,0,9,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-10-02,0,0,1,0,0,0,0,0,0,0,0,0,38,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-10-03,0,0,0,0,0,0,0,0,0,0,0,0,48,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-10-04,0,0,0,0,0,0,0,0,0,0,0,0,36,0,0,2,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
2020-10-05,0,0,0,0,0,0,0,0,0,0,0,0,38,0,0,0,0,0,0,0,8,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
2020-10-06,0,0,3,0,0,0,0,0,0,0,0,0,44,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,0,0,0,0
2020-10-07,0,0,2,0,0,0,0,0,0,0,0,0,48,0,0,0,0,3,0,0,11,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0
2020-10-08,0,0,1,0,0,0,0,0,0,0,0,0,66,0,0,0,0,0,0,0,9,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
2020-10-09,0,0,2,0,0,0,0,0,0,0,0,1,37,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
2020-10-10,0,0,0,0,0,0,0,0,0,0,0,1,38,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
2020-10-11,0,0,0,0,0,1,0,0,0,0,0,0,39,0,0,0,0,0,1,0,7,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2020-10-12,0,0,0,0,0,0,0,0,0,0,0,0,62,0,2,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-10-13,0,0,1,0,0,0,0,0,0,0,0,0,45,0,0,1,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
2020-10-14,0,0,0,0,0,0,0,0,0,0,0,0,52,0,0,0,0,0,0,0,7,2,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
