date,Comilla,Sunamganj,Manikganj,Kishoreganj,Kushtia,Jhenaidah,Sirajganj,Rangamati,Chittagong,Nilphamari,Thakurgaon,Pabna,Rajshahi,Cox's Bazar,Chapainawabganj,Sylhet,Munshiganj,Tangail,Feni,Maulvibazar,Chuadanga,Magura,Bagerhat,Kurigram,Netrokona,Meherpur,Narsingdi,Pirojpur,Gopalganj,Mymensingh,Khulna,Jhalokati,Narayanganj,Khagrachhari,Lakshmipur,Noakhali,Narail,Natore,Chandpur,Jamalpur,Rajbari,Patuakhali,Gazipur,Jaipurhat,Sherpur,Unknown,Habiganj,Dhaka,Naogaon,Satkhira,Faridpur,Dinajpur,Shariatpur,Bandarban,Rangpur,Bogra,Madaripur,Brahmanbaria,Barguna,Barisal,Bhola,Jessore,Gaibandha,Lalmonirhat,Panchagarh
2020-07-08,10,1,1,1,0,0,3,0,7,0,0,0,2,0,1,2,0,0,2,0,0,0,0,0,0,0,0,0,1,2,0,0,5,0,2,3,0,1,1,2,0,0,1,0,1,191,1,46,0,1,3,0,1,0,0,4,1,1,1,0,0,1,0,1,0
2020-07-09,2,0,0,1,4,3,0,0,4,1,0,1,3,0,1,1,0,0,0,0,0,1,2,1,0,0,0,0,0,4,1,0,0,0,0,0,1,2,2,0,0,0,4,0,0,204,1,33,1,3,0,3,0,0,0,1,0,0,0,1,0,6,0,0,0
2020-07-10,1,0,1,1,0,1,2,0,3,1,0,2,9,1,1,2,1,3,1,1,0,1,1,0,3,0,0,2,2,1,6,3,0,0,0,2,1,0,1,0,0,3,2,0,0,211,2,26,3,3,0,1,0,0,1,2,1,0,0,0,2,1,0,0,0
2020-07-11,1,0,0,0,1,1,0,0,3,0,0,0,2,0,0,0,1,1,1,2,0,0,0,0,0,0,0,1,0,0,2,0,3,0,0,1,0,1,0,2,0,0,2,0,0,156,0,37,0,1,0,1,0,0,0,0,0,0,2,1,0,4,1,0,0
2020-07-12,3,1,0,0,2,0,0,0,7,1,0,1,2,2,1,0,0,3,1,0,1,0,0,0,0,0,0,0,0,3,2,0,2,0,0,0,0,1,0,2,1,0,1,0,0,174,0,24,0,0,1,2,0,0,0,5,0,1,0,2,0,2,1,1,0
2020-07-13,5,0,0,0,1,0,2,0,3,0,0,0,0,0,1,3,0,1,0,0,0,0,1,1,1,0,0,8,0,2,4,0,2,0,0,0,0,0,1,0,0,1,0,1,0,166,0,44,0,1,0,0,0,0,0,2,0,2,2,0,1,2,1,0,0
2020-07-14,1,0,0,5,0,0,0,1,2,0,0,2,1,0,0,1,0,1,2,0,1,0,0,0,0,0,5,1,0,4,4,0,2,1,0,0,0,1,0,0,1,0,3,0,0,135,0,33,0,2,0,2,0,0,4,2,0,1,0,0,0,6,0,1,1
2020-07-15,2,0,0,0,0,1,0,0,2,0,0,0,2,0,3,1,0,4,0,0,0,0,0,0,1,0,1,0,1,1,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,238,1,18,1,0,1,2,2,0,0,0,0,0,1,2,0,1,0,0,0
2020-07-16,0,0,0,0,0,0,0,0,3,0,0,0,1,0,0,0,0,1,0,0,0,0,2,0,0,0,0,1,1,2,3,0,2,0,0,0,0,3,0,0,0,0,1,1,0,209,0,17,5,0,0,0,0,0,0,0,0,2,0,0,0,2,2,0,0
2020-07-17,0,1,0,3,1,1,0,1,0,0,0,0,1,0,0,1,0,1,0,0,1,0,2,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,2,1,184,0,16,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0
2020-07-18,1,0,0,0,2,0,0,0,1,0,0,2,1,1,0,0,0,2,0,0,0,2,0,0,1,0,1,2,0,2,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,212,0,16,3,0,0,0,2,0,0,0,0,0,1,0,0,5,0,1,0
2020-07-19,0,0,1,0,0,0,0,0,0,0,0,0,2,0,0,1,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2,2,0,0,0,0,238,0,22,0,0,1,0,0,0,2,0,0,1,0,2,0,1,0,1,0
2020-07-20,1,0,0,2,0,1,0,1,3,0,0,0,1,0,0,2,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,2,0,0,1,4,1,0,0,0,2,0,0,0,177,0,11,0,1,0,0,0,0,0,3,0,0,0,0,0,1,0,0,0
2020-07-21,0,0,0,1,0,0,0,0,3,0,0,1,1,0,0,1,0,0,1,0,1,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,1,0,0,1,1,0,1,0,0,195,0,8,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
2020-07-22,1,0,0,1,1,0,0,1,1,0,0,0,2,0,0,1,0,2,0,0,2,0,2,0,0,0,0,0,0,0,2,0,0,0,1,1,0,2,1,0,0,0,0,0,0,176,0,27,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0
2020-07-23,1,0,0,0,1,1,0,0,4,0,2,0,1,0,1,1,0,1,0,0,0,0,2,0,2,0,0,0,0,1,0,0,1,0,0,2,0,0,2,1,0,1,1,0,0,235,0,23,1,1,0,0,0,0,0,2,0,0,0,0,0,0,0,2,0
2020-07-24,0,0,0,1,0,1,1,0,1,0,0,0,1,1,0,0,0,1,0,0,1,0,4,0,0,0,0,0,1,3,0,0,2,0,1,1,2,0,0,0,0,1,0,0,0,208,0,28,0,0,1,2,0,0,0,1,0,0,1,1,0,0,0,1,1
2020-07-25,3,0,0,0,0,0,2,0,2,0,0,1,0,0,0,1,0,2,1,0,0,0,0,2,0,0,2,0,0,0,0,0,3,0,0,1,0,1,1,1,0,0,0,0,0,228,0,17,2,1,0,0,0,0,0,0,0,1,0,0,0,4,1,0,1
2020-07-26,1,0,0,2,1,0,3,0,1,0,0,0,0,2,0,0,0,0,0,0,0,0,1,0,1,0,1,0,1,0,0,0,0,0,0,0,1,0,0,1,2,0,3,0,0,181,1,22,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0
2020-07-27,0,0,0,0,1,0,0,0,3,0,0,0,0,0,0,0,2,1,0,0,0,0,1,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,178,0,11,1,0,1,1,2,0,0,0,0,0,0,0,0,0,0,0,0
2020-07-28,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,3,1,0,0,1,2,0,0,0,0,0,0,2,1,0,0,0,0,2,0,0,0,1,0,0,0,0,1,199,1,12,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0
2020-07-29,0,1,0,0,0,0,2,0,1,0,0,2,0,0,1,0,1,1,0,0,0,0,1,0,0,0,0,0,1,1,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,181,0,17,0,1,0,0,0,0,0,0,0,0,2,1,0,0,1,0,0
2020-07-30,3,0,1,1,3,0,0,0,1,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,1,0,1,0,171,0,18,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0
2020-07-31,0,0,0,2,0,0,0,0,1,0,0,1,0,0,0,0,0,0,2,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,3,1,2,0,0,133,0,11,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
2020-08-01,2,0,0,2,0,0,0,0,1,0,1,0,1,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,3,1,0,0,0,0,0,0,133,0,11,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
2020-08-02,1,0,0,0,0,0,0,0,2,1,0,1,1,0,1,0,0,1,4,0,0,1,0,1,0,0,0,1,0,3,2,0,2,0,1,1,0,0,0,1,0,0,0,0,0,183,0,19,0,1,0,5,0,1,1,0,0,0,0,1,0,0,0,0,0
2020-08-03,2,0,0,1,1,0,0,0,2,0,0,0,1,0,0,0,0,3,0,0,1,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,2,0,1,1,0,183,0,11,1,1,1,1,0,0,0,0,0,1,0,0,0,2,1,0,0
2020-08-04,1,0,1,0,1,0,1,0,3,1,1,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,2,3,0,0,0,1,220,1,19,0,0,2,0,0,0,0,0,0,1,0,1,0,0,2,0,0
2020-08-05,1,0,0,1,2,1,1,0,0,0,0,1,0,0,0,3,1,3,0,0,0,0,0,0,2,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,211,0,29,0,0,1,4,0,0,0,1,0,0,0,0,2,0,0,0,0
2020-08-06,4,0,0,0,1,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,1,1,0,1,0,0,0,0,1,0,1,0,0,0,1,0,0,0,174,0,12,0,0,3,1,0,0,0,0,0,1,1,0,0,1,0,1,1
2020-08-07,1,1,0,0,0,3,1,0,1,1,0,1,0,0,0,1,0,1,1,0,0,2,0,0,0,0,0,0,0,1,0,0,2,0,1,2,1,0,2,1,0,0,0,0,0,194,1,16,0,0,2,0,0,0,0,0,0,1,0,0,1,0,1,1,0
2020-08-08,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,2,0,0,1,0,0,0,0,0,0,0,1,1,1,0,0,0,0,1,0,0,0,1,0,0,0,1,0,177,0,10,0,1,0,3,0,0,0,0,2,0,0,0,0,0,1,2,0
2020-08-09,0,0,0,0,0,0,0,0,2,0,0,0,0,0,1,0,0,1,1,0,1,0,0,0,1,0,1,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,161,0,18,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,3
2020-08-10,2,0,0,0,1,0,1,0,1,0,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,2,1,2,0,0,0,0,1,0,0,186,0,26,1,0,0,3,1,0,0,0,0,0,0,0,0,3,0,0,0
2020-08-11,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,2,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,2,1,0,1,0,0,0,1,0,0,196,0,10,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
2020-08-12,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,3,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,1,154,0,27,0,0,0,2,0,0,1,1,0,0,1,0,0,0,0,0,0
2020-08-13,1,2,0,2,0,0,0,1,1,0,3,0,0,0,0,3,0,1,1,0,0,1,0,0,0,0,2,0,0,1,1,0,0,0,0,3,0,0,0,0,0,1,0,0,2,138,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-08-14,1,0,0,0,0,0,1,0,0,1,1,0,1,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,1,0,0,1,0,1,0,0,1,1,0,0,0,2,0,0,131,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-08-15,2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,3,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,119,0,11,1,0,0,2,0,0,0,0,0,0,0,0,0,1,1,0,0
2020-08-16,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2,0,0,145,0,18,1,0,0,0,0,0,0,0,0,0,0,0,0,1,2,1,0
2020-08-17,1,0,0,0,0,0,0,0,3,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,121,0,11,0,0,2,1,1,0,1,0,0,1,0,0,0,0,0,0,1
2020-08-18,2,0,0,0,0,0,1,0,5,0,0,0,0,0,1,2,0,0,0,0,0,0,0,0,0,3,0,0,0,0,1,0,1,0,0,1,0,0,0,0,1,0,0,0,0,155,0,25,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-08-19,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,3,2,0,0,0,0,1,0,1,0,1,0,0,1,0,0,162,0,27,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0
2020-08-20,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,1,1,2,0,0,0,0,0,1,0,1,0,1,2,0,0,0,0,0,0,0,2,0,0,1,0,1,0,0,149,0,25,0,0,0,1,0,0,2,1,0,1,0,1,0,1,0,0,0
2020-08-21,0,0,0,0,2,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,3,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,147,0,17,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0
2020-08-22,1,0,0,0,0,2,1,0,2,0,0,0,2,1,0,3,0,0,0,0,0,1,0,0,0,0,0,0,0,1,2,0,1,0,0,1,0,0,1,0,0,0,0,1,0,163,0,17,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0
2020-08-23,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,139,0,20,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0
2020-08-24,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,4,0,0,0,0,1,0,1,0,0,0,0,1,200,0,23,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0
2020-08-25,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,3,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2,0,2,0,0,0,0,169,0,30,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0
2020-08-26,3,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,2,0,0,5,0,0,1,0,0,0,0,0,1,0,0,0,206,0,30,0,0,2,0,0,0,1,1,0,1,0,0,0,0,0,1,0
2020-08-27,0,0,0,0,2,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,2,0,0,195,0,23,1,1,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0
2020-08-28,1,0,0,0,0,0,0,1,2,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2,1,1,203,0,37,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0
2020-08-29,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,2,0,0,238,0,37,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
2020-08-30,0,0,0,1,0,1,0,0,4,0,0,0,1,0,0,1,0,0,0,0,0,0,0,3,0,0,1,0,0,0,0,0,1,0,0,1,0,0,2,0,0,0,2,1,0,229,0,36,1,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0
2020-08-31,0,0,0,1,0,0,0,0,5,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,2,0,0,0,0,0,244,0,30,0,0,0,0,2,0,3,0,0,0,0,0,0,0,0,0,0
2020-09-01,1,1,0,0,0,1,0,0,6,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,247,1,44,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
2020-09-02,0,0,0,0,2,0,0,0,4,0,0,0,0,3,0,0,0,0,0,0,1,0,2,0,0,0,2,0,0,0,0,0,3,0,0,3,0,0,0,0,0,0,1,0,1,259,0,44,0,2,1,0,1,0,0,0,1,0,1,2,0,0,0,0,0
2020-09-03,0,0,0,0,1,0,0,0,2,0,0,0,0,2,0,1,1,0,0,0,0,0,1,0,0,0,1,0,0,0,2,0,3,0,0,2,1,0,0,2,0,0,0,1,0,250,0,48,1,0,0,1,1,0,0,0,0,0,1,0,0,1,1,0,0
2020-09-04,1,0,2,3,0,0,0,0,7,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,2,1,0,0,2,1,0,2,0,0,1,0,1,0,0,0,0,0,0,1,253,0,34,1,0,1,0,1,0,1,0,0,0,0,1,0,0,0,0,0
2020-09-05,1,0,0,1,0,0,0,0,2,1,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,2,5,0,0,1,0,0,0,0,0,0,0,0,0,2,0,0,284,0,37,0,1,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0
2020-09-06,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,1,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,2,0,0,244,0,31,0,0,0,0,0,0,2,0,0,0,0,0,0,0,1,0,0
2020-09-07,1,0,1,1,0,0,1,1,3,0,0,0,1,2,0,1,0,1,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,272,0,19,0,0,0,1,0,0,1,1,0,2,0,0,0,1,0,0,0
2020-09-08,0,0,0,0,0,1,1,0,4,0,0,0,0,1,0,1,0,2,2,0,0,0,0,0,0,0,0,0,1,1,1,0,2,0,0,2,0,0,0,1,0,0,1,0,0,253,1,28,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0
2020-09-09,0,0,1,1,0,0,1,1,6,0,0,0,0,0,1,0,0,2,1,0,0,0,1,0,0,0,0,0,0,2,1,0,2,0,0,1,0,1,0,1,0,0,1,0,0,239,0,29,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
2020-09-10,0,1,1,4,0,1,0,0,1,1,0,0,0,2,0,2,0,0,1,0,0,0,0,0,0,0,0,1,0,3,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,200,0,20,1,0,0,2,0,0,0,2,0,1,0,1,0,0,0,0,0
2020-09-11,1,0,0,0,0,0,0,0,4,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,177,0,18,0,0,1,1,1,1,0,0,0,0,0,1,0,0,0,0,0
2020-09-12,0,1,0,2,1,1,1,0,2,0,0,0,0,0,0,3,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,2,0,0,1,0,1,0,0,0,1,2,1,0,168,0,15,1,0,0,0,1,0,1,1,0,1,0,0,0,0,1,0,0
2020-09-13,0,0,0,0,1,0,1,0,5,0,0,4,0,0,0,1,1,1,2,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,2,0,0,169,0,20,0,0,1,1,0,0,0,0,1,0,1,0,0,0,0,0,0
2020-09-14,2,0,0,1,0,0,0,1,0,0,0,5,0,0,0,1,0,0,1,0,2,0,0,0,1,0,0,0,0,3,2,0,0,0,0,0,0,1,0,0,1,0,1,0,0,155,0,14,0,0,0,0,1,0,0,3,0,0,0,0,0,0,0,0,0
2020-09-15,0,0,0,1,0,0,2,0,1,0,0,0,1,1,0,2,0,2,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,3,0,1,0,0,0,0,1,0,0,137,1,16,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0
2020-09-16,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,3,0,1,1,0,0,0,1,0,0,0,0,0,0,1,2,0,1,0,0,0,0,1,0,0,1,0,2,0,0,123,0,22,4,0,0,0,1,0,1,0,2,0,0,0,0,0,0,0,0
2020-09-17,1,0,0,0,0,1,0,0,1,1,0,0,0,0,0,2,1,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,118,0,25,1,0,0,0,0,0,1,0,0,0,2,0,0,0,1,5,0
2020-09-18,0,1,0,0,1,0,1,0,0,0,0,1,0,0,0,2,0,0,0,0,0,0,0,0,1,0,0,0,0,4,1,0,0,0,0,0,0,0,0,0,0,0,4,0,0,127,0,12,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0
2020-09-19,0,1,0,0,1,0,0,1,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,117,0,12,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0
2020-09-20,4,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,98,0,11,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0
2020-09-21,1,0,0,1,1,0,0,1,0,0,1,0,0,0,1,4,0,2,0,0,0,0,0,0,0,0,1,0,0,1,1,0,2,0,0,0,0,0,0,1,0,0,2,0,0,110,0,12,0,0,2,0,0,0,0,0,0,0,0,1,0,1,0,0,0
2020-09-22,2,0,0,0,0,0,0,0,3,0,0,1,0,0,0,0,0,1,2,0,0,1,0,0,0,0,0,0,0,1,0,2,0,0,0,0,0,0,0,0,1,0,0,0,0,95,0,6,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0
2020-09-23,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,2,0,0,64,0,7,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
2020-09-24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,58,0,4,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0
2020-09-25,0,1,0,1,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,78,0,9,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
2020-09-26,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,49,0,15,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0
2020-09-27,2,0,0,0,0,0,0,0,0,0,1,1,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,2,0,0,0,0,0,0,61,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-09-28,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2,0,2,1,0,0,0,0,1,0,0,0,1,0,0,71,0,5,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0
2020-09-29,3,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,66,0,10,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-09-30,1,0,0,0,0,0,1,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,53,0,7,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2020-10-01,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,58,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-10-02,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,37,0,10,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-10-03,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,46,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-10-04,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,41,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-10-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,36,0,9,0,0,0,1,0,0,0,2,0,0,0,0,0,0,0,0,0
2020-10-06,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,44,0,10,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
2020-10-07,0,0,0,0,0,0,0,0,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,3,0,0,49,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-10-08,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,66,0,11,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
2020-10-09,0,0,1,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,37,0,5,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-10-10,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,37,0,7,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
2020-10-11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,42,0,7,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
2020-10-12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,56,0,13,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-10-13,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,52,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
2020-10-14,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,45,0,7,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0
